id,user_id,tweeted_at,content
d55b6de7-c8a6-4bb5-8ed7-0c59fbe617ff,dff29e3c-fb95-4b1b-8ad9-3907700498d9,2018-09-02T13:52:13.325208,Jaffle Shop again. Ordered a vanilla ice. This place is terrible.
50496234-60f8-40ed-affb-918052b06a42,8dc36dd7-1492-4902-80b2-f95affe1716d,2018-09-02T10:44:54.756972,Jaffle shop is pretty decent. Ordered a adele-ade and a the krautback.
91f07d89-0d41-440b-98cd-94783249505c,21bde40c-a448-4d83-97e5-5380a966c478,2018-09-02T11:10:24.761922,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
c3da26a4-aa73-488e-9e87-f1b2ad8692f7,66e0e689-393d-4952-83d5-44b130792956,2018-09-02T08:16:31.839544,Jaffle shop is fine. Ordered a chai and mighty.
7a205b02-9c24-4a18-b1a7-827b8149e6d4,c5e06731-cd76-447f-bc77-972aa200449f,2018-09-02T09:31:37.456871,Jaffle Shop again. Ordered a tangaroo. This place is gross.
a3864a6b-6c99-4f7e-a915-3696c3296e0f,26737bff-2e03-41a7-b3c5-e2588407b086,2018-09-02T13:01:36.779538,"Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo, a chai and mighty, a tangaroo, a the krautback, a mel-bun, and a doctor stew."
b879db8c-0019-4376-9475-6facf1279f67,bff2de5e-313d-4644-b4de-f6f0d5e64d6f,2018-09-02T12:35:26.882227,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is terrible.
8ded3b32-d85c-4f1f-9580-bb62a61b615f,12d0077f-f6b4-44f5-af5a-43fe6acc5233,2018-09-02T13:44:27.711821,Jaffle shop is average. Ordered a adele-ade.
223ee59d-cdc5-481e-9e25-7cd6c010711a,d30535bf-eea4-45f8-94a7-7678feb84cd2,2018-09-02T12:47:51.971919,"Jaffle shop is just meh. Ordered a vanilla ice, a for richer or pourover , a vanilla ice, a chai and mighty, a flame impala, a nutellaphone who dis?, a the krautback, and a nutellaphone who dis?."
c79aa918-6a90-4df1-a030-dd1f873374c6,79369671-cfce-4c6c-91bb-28bb39f65633,2018-09-02T14:19:34.175941,"Jaffle Shop again. Ordered a chai and mighty, a vanilla ice, a adele-ade, a tangaroo, a chai and mighty, a nutellaphone who dis?, a nutellaphone who dis?, a doctor stew, a the krautback, and a the krautback. This place is gross."
48799f0b-3eeb-4989-81ed-cc576dc53969,54270b85-4784-4348-a8b6-932ad25ca0e1,2018-09-02T13:04:31.680284,"Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty, a for richer or pourover , a nutellaphone who dis?, and a nutellaphone who dis?."
a17cb509-7d72-4f12-908a-8a8fc24a5730,a368c7fc-e60e-4298-8a1f-4610ca4febb5,2018-09-02T13:43:49.400807,Jaffle Shop again. Ordered a chai and mighty. This place is the worst.
d83a0bc9-2d39-4108-a196-b73b77210947,38ce0970-a3ff-48df-86d0-7a8797f0397c,2018-09-03T12:15:54.224312,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
573bc2ea-d842-4bca-9e8c-ebca402cd514,90263159-64f2-4c65-b018-ad64dc5cceda,2018-09-03T12:20:50.830898,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
2647cca2-53b3-4afb-b5a3-9635f77074de,ccb43d58-c985-469c-ba22-79a6d93096f7,2018-09-03T07:36:43.812976,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
8eccfcb7-58aa-404b-88a1-85882f8223a0,21bde40c-a448-4d83-97e5-5380a966c478,2018-09-03T13:05:30.086662,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover .
4977e395-54e0-494d-a52e-f201ba0d38f7,dd23f3b9-6ccf-408d-aae2-8f9f7fa8ba45,2018-09-03T09:21:57.333154,Jaffle Shop again. Ordered a tangaroo and a adele-ade. This place is gross.
2d730095-d0ca-4065-b20e-891afdf2503b,57161516-adf4-4f15-a8e9-7a4aec0b01ea,2018-09-03T08:26:49.636213,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
e249a7f9-29f7-48ec-83c2-eda842e6bc4f,c5e06731-cd76-447f-bc77-972aa200449f,2018-09-03T12:37:06.427081,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
cc77138e-0aab-4c9f-9f7b-7d984620ecd4,b995fe0a-8f00-4528-a604-3dcadb15c8e2,2018-09-03T08:49:40.870554,Jaffles from the Jaffle Shop are sooo gooood! Ordered a for richer or pourover .
d4c68b8c-a1c1-4492-b11f-72a053703a75,0b7fa9e0-98db-4a5d-81d1-3cf81ebe297f,2018-09-03T07:43:20.074466,Jaffles from the Jaffle Shop are the best! Ordered a adele-ade.
7ce90a58-4966-4f73-957b-0dbded869ac1,2e24c052-974e-4c41-9e39-7a0ce9ef1c1b,2018-09-04T07:46:27.556432,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
69cde6d2-ecd2-4a88-9681-1656c53de6f4,6303a9b5-10ac-4109-bc5c-68378bc45676,2018-09-04T07:51:29.253603,Jaffles from the Jaffle Shop are my favorite! Ordered a vanilla ice.
827266c8-577b-4bf5-9b13-5422ebb4a3de,9606f7bd-638a-4656-8bbd-e642244af60c,2018-09-04T08:47:09.750686,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
6a4e9e9c-56cb-4673-9147-90bae7cc4ddc,90263159-64f2-4c65-b018-ad64dc5cceda,2018-09-04T15:32:54.678677,Jaffles from the Jaffle Shop are sooo gooood! Ordered a adele-ade.
a23db7ef-dd3d-4c9d-b30f-2e36e22efaf5,21bde40c-a448-4d83-97e5-5380a966c478,2018-09-04T15:07:40.290788,Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade.
5cb9cdb5-5bc5-40a2-a80e-5e590cfe1ab3,1f18926f-f4f9-4989-bb60-59af09edec7d,2018-09-04T08:30:55.177682,Jaffle Shop again. Ordered a chai and mighty. This place is my least favorite.
43dfbf1f-4ff7-4fc8-9add-19c4e9e880bb,2e1cee96-c75b-4bdd-929a-694702e94d11,2018-09-04T09:54:43.090622,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
4f8da2bc-870c-40fb-a016-a74f2e99993e,ddd965a7-3e31-455b-a73f-7c8f8e0be461,2018-09-04T08:29:13.779269,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
9cdf3553-4f33-4b6b-9e45-1a76126dccfb,ced7a77f-0ffe-4ec7-9f71-fe666c545bcd,2018-09-04T08:50:42.573729,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
edd1bcf6-e9d2-4a87-9013-703c8223038f,4df7005a-9803-4608-aebc-a2dd33ee892a,2018-09-04T07:55:42.684043,Jaffle Shop again. Ordered a adele-ade. This place is inedible.
3df5bc57-8e26-442f-8d4e-b59670e5a347,57161516-adf4-4f15-a8e9-7a4aec0b01ea,2018-09-04T07:40:17.929245,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
b7d3c007-8c26-4f4c-802e-a5f466be8de4,5edc8f62-2e76-4a3b-ab63-faaa6ec329f8,2018-09-04T08:20:45.787765,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
eb0ff3f5-0ec9-4fd4-8353-2bf9322605cc,66e0e689-393d-4952-83d5-44b130792956,2018-09-04T12:08:47.867506,Jaffle shop is okay. Ordered a vanilla ice.
67ff810b-962c-4b44-997d-c33c20a7f4e9,c2f5c149-e8d4-48ad-bae0-111d13f6fc8f,2018-09-04T09:17:05.266253,"Jaffle shop is not bad. Ordered a nutellaphone who dis?, a doctor stew, and a nutellaphone who dis?."
da59dd15-4bbd-446f-afdb-b63e6ee7df8b,57070d83-1341-402f-b978-af128d8c794f,2018-09-04T07:11:02.387728,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
f2ac6a45-c7a5-438c-8ae3-16130c69e94b,12d0077f-f6b4-44f5-af5a-43fe6acc5233,2018-09-04T11:07:46.729534,Jaffle shop is average. Ordered a chai and mighty.
82f3e017-dfbf-437e-8a67-00711200ac93,b3426dc7-992f-4e7b-9170-60fa7aa7318b,2018-09-04T08:42:40.811592,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
9e2d2d2d-fcee-4bde-ab59-9c838a23d8dd,38ce0970-a3ff-48df-86d0-7a8797f0397c,2018-09-05T16:18:32.489803,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover .
a2460e48-1765-4a9a-ae11-3d7829bfd373,90263159-64f2-4c65-b018-ad64dc5cceda,2018-09-05T10:51:08.788621,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
06b46241-e35d-4105-a1c2-7dee224abc12,ccb43d58-c985-469c-ba22-79a6d93096f7,2018-09-05T08:16:47.466713,Jaffle Shop again. Ordered a chai and mighty. This place is gross.
989ad16a-55be-4762-bd58-c5d8a667e009,61ef4651-9f86-4554-809c-20003f3ecc5d,2018-09-05T08:51:04.368507,Jaffle Shop again. Ordered a chai and mighty. This place is my least favorite.
e14db05b-eb0b-4d80-8bc5-3ffaa694f411,40d7a3d2-3550-4988-9286-222fa18a2d00,2018-09-05T13:05:57.735132,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
82662947-53ab-44db-9191-0ee9af5a2596,a579e040-118d-4b73-831b-8dedb8ebf2d0,2018-09-05T07:58:54.804885,Jaffle shop is solid. Ordered a vanilla ice.
f550c531-2828-4d8e-a80c-6d2200d2ec71,9c1dd022-a356-460f-bd15-1fa148a6f5c6,2018-09-05T11:18:44.019493,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
96f1e01e-af37-4fde-82ab-3594323749e9,685161a8-7c86-479c-ba42-fb48e837a871,2018-09-05T07:46:14.875851,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
f3a32800-57fb-4b08-a167-8d96eac5179b,b3426dc7-992f-4e7b-9170-60fa7aa7318b,2018-09-05T08:34:48.886506,Jaffles from the Jaffle Shop are delicious! Ordered a for richer or pourover .
3e08a1c9-d314-4769-aaa4-aaa6585636e2,38ce0970-a3ff-48df-86d0-7a8797f0397c,2018-09-06T12:29:04.598758,Jaffles from the Jaffle Shop are delicious! Ordered a chai and mighty.
1badd78b-2585-40c4-a915-d1881de3e745,67c4c053-71c4-447d-b587-d7e133fd20fe,2018-09-06T08:52:45.534233,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
ca20fac6-2a23-442b-8e3a-233b1465964a,029482ad-9e3b-4f69-962f-29212d0effbe,2018-09-06T13:58:21.375323,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo and a the krautback.
d00429e2-5d9f-421c-b455-066f20e58130,90263159-64f2-4c65-b018-ad64dc5cceda,2018-09-06T13:15:18.096226,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
a44e775e-4a9f-4033-8309-7cd8ce697044,ccb43d58-c985-469c-ba22-79a6d93096f7,2018-09-06T07:45:49.965161,Jaffle Shop again. Ordered a chai and mighty. This place is inedible.
8a8e631e-d63e-4eaf-a82c-f769f02a7351,8a956ac1-1abd-49ff-8436-b30d0a54c1c5,2018-09-06T13:49:07.196098,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
8a396588-b216-4662-b1d2-e2e25511553a,5fe89220-e2cb-4fa1-9f66-c0b5c755ae22,2018-09-06T09:01:14.296832,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
f8177dc1-499a-4c23-a06a-d0b5e0a3d05f,1f18926f-f4f9-4989-bb60-59af09edec7d,2018-09-06T07:34:27.448119,Jaffle Shop again. Ordered a adele-ade. This place is terrible.
283ab3d0-a054-4679-92c3-2e0b09a31ebe,bdafed2b-8d77-4097-865b-040f56c0a105,2018-09-06T10:23:02.818578,Jaffle shop is not bad. Ordered a vanilla ice and a adele-ade.
290aab09-3b2f-4cb1-baad-61ec55575f82,40d7a3d2-3550-4988-9286-222fa18a2d00,2018-09-06T15:25:34.836646,Jaffle Shop again. Ordered a adele-ade. This place is disgusting.
b1b08443-a2fb-488d-a31a-294251807c45,9c1dd022-a356-460f-bd15-1fa148a6f5c6,2018-09-06T14:08:45.653504,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo.
193a36a3-2c0b-45ee-8d16-b9910ca3c9b7,924ef8b2-9508-4d64-bf0c-95c90221d71a,2018-09-06T09:10:01.919750,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
4560640c-afc5-4d9c-98c5-f9d5dab0624f,685161a8-7c86-479c-ba42-fb48e837a871,2018-09-06T08:26:20.856929,Jaffle Shop again. Ordered a adele-ade. This place is my least favorite.
e550fddf-d5fc-40c6-805a-ed65a272910d,b3426dc7-992f-4e7b-9170-60fa7aa7318b,2018-09-06T07:46:31.118788,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo.
85baf2bc-8635-4d04-b9c7-524f8efa46c5,0b7fa9e0-98db-4a5d-81d1-3cf81ebe297f,2018-09-06T08:13:01.525428,Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo.
4ade4aff-8166-488d-8580-7518d8c62f80,3438a56c-d347-47b7-9c3b-31619ab49ee4,2018-09-07T07:54:14.245812,Jaffle Shop again. Ordered a for richer or pourover . This place is my least favorite.
60409467-bed2-4750-ab48-1dcbaa826024,8a956ac1-1abd-49ff-8436-b30d0a54c1c5,2018-09-07T11:17:05.803724,Jaffles from the Jaffle Shop are the best! Ordered a vanilla ice.
09431689-bb4e-42ec-b2c1-6501a3cb0cb7,5fe89220-e2cb-4fa1-9f66-c0b5c755ae22,2018-09-07T08:31:38.328384,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
16aaca8c-fc11-4ee0-9d06-9b34d5151989,1c2501da-0ea4-41d0-8400-91e638cc9030,2018-09-07T08:39:52.950027,Jaffle Shop again. Ordered a tangaroo. This place is disgusting.
17daf243-4ca9-4dba-82e5-bdf550ee7013,311073e9-34d0-4da1-ac7c-39ffb887600b,2018-09-07T11:10:40.985057,Jaffle shop is pretty decent. Ordered a for richer or pourover .
14f67287-9374-4fda-b764-22f9a587b6ac,2e1cee96-c75b-4bdd-929a-694702e94d11,2018-09-07T10:44:50.461193,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
cbadee0a-6fd9-41dd-b1ca-3713325669d2,a579e040-118d-4b73-831b-8dedb8ebf2d0,2018-09-07T07:57:53.495780,Jaffle shop is alright. Ordered a for richer or pourover .
bfb8d20d-5ab8-4267-ac5f-e98d47aced09,c69b5efe-8ce8-4203-9b5a-33d414fe59a5,2018-09-07T07:59:44.278872,Jaffle Shop again. Ordered a chai and mighty. This place is my least favorite.
e4c753aa-3892-4727-88e7-d16ebddc2d83,3c5608ff-caab-41c9-bc8f-d9afa1ead80e,2018-09-07T07:51:08.502210,Jaffle Shop again. Ordered a for richer or pourover . This place is the worst.
9480cc01-aabf-4ccf-8be6-ee572dc4b878,12d0077f-f6b4-44f5-af5a-43fe6acc5233,2018-09-07T13:19:18.480477,Jaffle shop is okay. Ordered a chai and mighty.
e921a113-0e95-4d7a-a3f5-3f17803d6a6a,04f89c25-b1f1-448c-9992-659a14d6b087,2018-09-08T14:30:15.430258,"Jaffle Shop again. Ordered a chai and mighty, a chai and mighty, a tangaroo, a adele-ade, a chai and mighty, a nutellaphone who dis?, a doctor stew, a mel-bun, a the krautback, and a the krautback. This place is disgusting."
51870ff0-6fe4-43e2-a569-cfab0ab8a6d2,eb917d36-97c9-4b2a-84d5-9cefe385bd0d,2018-09-08T08:05:56.725311,Jaffle shop is pretty decent. Ordered a tangaroo and a flame impala.
b26c88d4-a5eb-4c7a-b76f-bbe6ec35cb32,5b6f29e6-4cf3-4973-8d28-4e4238807ca9,2018-09-08T11:54:15.340087,"Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo, a tangaroo, a for richer or pourover , a tangaroo, a for richer or pourover , a flame impala, a doctor stew, a the krautback, a doctor stew, and a nutellaphone who dis?."
c6e57adb-cd9e-4790-899a-5975f0dcdf02,75bef2d7-cba1-4d71-bec3-5ae45505750f,2018-09-08T11:57:40.720638,Jaffles from the Jaffle Shop are the best! Ordered a for richer or pourover  and a the krautback.
e2e77e61-b26b-4e46-98e1-186fec7d75e0,8dc36dd7-1492-4902-80b2-f95affe1716d,2018-09-08T15:04:28.193353,Jaffle shop is pretty decent. Ordered a for richer or pourover  and a nutellaphone who dis?.
d13ef01d-d3a5-4fde-b9b5-e488df9ce0a2,9b85972d-8ec6-4167-8c2d-d333915955ad,2018-09-08T14:03:29.179379,"Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade, a vanilla ice, a tangaroo, a doctor stew, a flame impala, and a nutellaphone who dis?."
423d96e3-557b-49c7-ad3e-aa4c357bd20d,66e0e689-393d-4952-83d5-44b130792956,2018-09-08T10:21:12.427867,Jaffle shop is fine. Ordered a adele-ade.
c00470fe-c588-455b-bac5-6c8634a6ca72,bff2de5e-313d-4644-b4de-f6f0d5e64d6f,2018-09-08T08:26:34.182957,Jaffle Shop again. Ordered a chai and mighty and a the krautback. This place is terrible.
a3177ca6-efe0-47d4-8b07-8aac2dc51b14,12d0077f-f6b4-44f5-af5a-43fe6acc5233,2018-09-08T13:35:33.301168,Jaffle shop is fine. Ordered a vanilla ice.
1cfc78b3-79be-42fc-b0df-8d19d9ca890b,f443ccf0-8bc7-45dd-8179-bb777d0e30b9,2018-09-08T15:09:27.714933,"Jaffle Shop again. Ordered a tangaroo, a for richer or pourover , a vanilla ice, a doctor stew, a flame impala, and a the krautback. This place is my least favorite."
ba525453-d31f-45e0-95af-2914abd0cbdf,d30535bf-eea4-45f8-94a7-7678feb84cd2,2018-09-08T13:49:24.085562,"Jaffle shop is alright. Ordered a tangaroo, a vanilla ice, a vanilla ice, a chai and mighty, a mel-bun, a doctor stew, a doctor stew, and a doctor stew."
6a18b88d-03e2-4a09-acf2-298607e487a7,79369671-cfce-4c6c-91bb-28bb39f65633,2018-09-08T12:01:41.101175,"Jaffle Shop again. Ordered a for richer or pourover , a vanilla ice, a adele-ade, a adele-ade, a chai and mighty, a nutellaphone who dis?, a flame impala, a the krautback, a nutellaphone who dis?, and a doctor stew. This place is awful."
202dcc79-ad18-412c-ba42-effef5093b2f,42b5e923-4719-456b-921f-bb4c25bd343d,2018-09-08T11:01:47.568468,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
bfbed989-b816-44a3-937a-6f21d5dfb138,8dc36dd7-1492-4902-80b2-f95affe1716d,2018-09-09T13:18:16.506367,Jaffle shop is alright. Ordered a vanilla ice and a mel-bun.
d24fbe87-6b32-4022-b6fe-649846ea4228,9b85972d-8ec6-4167-8c2d-d333915955ad,2018-09-09T12:58:44.654728,"Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover , a adele-ade, a vanilla ice, a the krautback, a nutellaphone who dis?, and a the krautback."
b88786c5-1ea3-4215-9dbd-f681adb62b36,7f4b84d7-3f27-4d24-ad78-d5ece2491a73,2018-09-09T09:49:21.889851,Jaffle Shop again. Ordered a vanilla ice and a mel-bun. This place is the worst.
f6805e97-5461-4b3e-ade1-8aee93dd9772,21bde40c-a448-4d83-97e5-5380a966c478,2018-09-09T10:11:48.084159,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
b2c14d52-ee41-46f9-89f4-92c69db2b6de,0b5f96b6-33fb-44d8-b346-c95a45be044d,2018-09-09T08:00:51.974510,"Jaffle shop is pretty decent. Ordered a for richer or pourover , a vanilla ice, a doctor stew, and a mel-bun."
b2c1bb26-f801-41f4-9ec3-aaa2f04ebf92,bc9fad61-bb28-40a5-ac52-50aa4608c7de,2018-09-09T15:06:30.570322,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
f04fe0eb-092d-4dcd-b637-0e6648cc0b24,8ddec9e8-07e3-4cf1-a57e-0afa61da314e,2018-09-09T13:30:44.882155,Jaffle Shop again. Ordered a adele-ade and a nutellaphone who dis?. This place is awful.
0975720c-8178-4159-91ad-53cabd41c3c3,66e0e689-393d-4952-83d5-44b130792956,2018-09-09T11:27:45.550526,Jaffle shop is solid. Ordered a adele-ade.
97980e35-3269-4486-868c-d3cf1bc7eb6c,bff2de5e-313d-4644-b4de-f6f0d5e64d6f,2018-09-09T12:38:22.721539,Jaffle Shop again. Ordered a chai and mighty and a doctor stew. This place is terrible.
6161088f-553e-4cf3-a276-fa8613dcf428,12d0077f-f6b4-44f5-af5a-43fe6acc5233,2018-09-09T13:05:36.119730,Jaffle shop is fine. Ordered a vanilla ice.
52381b8f-837a-43d6-a93e-4a0bc98f2b51,532f19ea-0848-4059-8fb5-217689e436f7,2018-09-10T08:52:41.953794,Jaffles from the Jaffle Shop are delicious! Ordered a adele-ade.
6075c7a9-1565-43a3-af70-52e0f741498f,9606f7bd-638a-4656-8bbd-e642244af60c,2018-09-10T08:44:43.352735,Jaffles from the Jaffle Shop are sooo gooood! Ordered a adele-ade.
dcade73f-7cf5-41b0-ae13-a19061c7aa5e,d8ab94ce-d89c-4ddd-87ba-2c9b5f7e45e5,2018-09-10T13:34:13.415082,Jaffle shop is alright. Ordered a for richer or pourover .
f5b5137e-8414-46a5-a284-234db6125931,21bde40c-a448-4d83-97e5-5380a966c478,2018-09-10T13:26:33.271478,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo.
fed3045a-5e59-4f14-a944-501e6efb4957,5fe89220-e2cb-4fa1-9f66-c0b5c755ae22,2018-09-10T07:33:58.123936,Jaffles from the Jaffle Shop are my favorite! Ordered a adele-ade.
0860be53-7c2e-4e96-882e-cb4d2099e6f2,ced7a77f-0ffe-4ec7-9f71-fe666c545bcd,2018-09-10T08:05:04.118386,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
300bd028-a012-4562-bcf5-84a6b12d5c89,a579e040-118d-4b73-831b-8dedb8ebf2d0,2018-09-10T07:04:03.641232,Jaffle shop is average. Ordered a tangaroo.
369b5e90-e79b-4941-98b5-288a5dce02ff,bc9fad61-bb28-40a5-ac52-50aa4608c7de,2018-09-10T14:49:28.105686,Jaffles from the Jaffle Shop are fantastic! Ordered a adele-ade.
1ea71a8f-ef74-43d4-b182-0eca5274280e,5edc8f62-2e76-4a3b-ab63-faaa6ec329f8,2018-09-10T08:16:22.541467,Jaffle Shop again. Ordered a chai and mighty. This place is gross.
a0096c8d-669b-45d7-a4a9-bae5589eafd3,924ef8b2-9508-4d64-bf0c-95c90221d71a,2018-09-10T07:29:01.335527,Jaffle Shop again. Ordered a adele-ade. This place is the worst.
2cd799c7-2e48-4977-b209-ad89e28799ec,3c5608ff-caab-41c9-bc8f-d9afa1ead80e,2018-09-10T08:08:50.802065,Jaffle Shop again. Ordered a chai and mighty. This place is the worst.
833d1d11-7729-471a-a253-f60f9519708c,66e0e689-393d-4952-83d5-44b130792956,2018-09-10T13:10:08.358982,Jaffle shop is fine. Ordered a adele-ade.
ec597878-93dc-4c8a-bea2-743224e3a2d7,57070d83-1341-402f-b978-af128d8c794f,2018-09-10T08:57:36.599174,Jaffles from the Jaffle Shop are the best! Ordered a for richer or pourover .
4987067f-07d2-47a6-80ca-146eea844285,ae4b9933-5f2e-4900-a1b2-dcc6e388a7c8,2018-09-10T08:33:21.039918,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
a9cfeb89-7912-4223-8af9-a007a8c5e2be,053fc12b-8e45-4af7-aeae-025aef8f4299,2018-09-10T07:56:01.274240,Jaffle shop is solid. Ordered a for richer or pourover .
81147210-2357-4fbc-a981-06dc40b8e4ed,42b5e923-4719-456b-921f-bb4c25bd343d,2018-09-10T13:05:39.447843,Jaffles from the Jaffle Shop are delicious! Ordered a adele-ade.
253d43d7-a8d4-49fc-8ab9-31bc91310034,edfa3d1f-7a8d-4f04-b3ae-90226ce97251,2018-09-10T08:45:01.515595,Jaffles from the Jaffle Shop are delicious! Ordered a chai and mighty.
